12:07:01.208578;26.20;99957.00;114.52
12:07:06.290781;26.20;99961.00;114.18
12:07:11.375443;26.20;99957.00;114.35
12:07:16.473634;26.20;99958.00;114.52
12:07:21.556860;26.20;99954.00;114.77
12:07:26.639832;26.20;99956.00;114.35
12:07:31.723050;26.20;99954.00;114.35
12:07:36.806103;26.20;99962.00;114.01
12:07:41.889207;25.90;99958.00;114.52
12:07:46.972874;25.90;99962.00;114.52
12:07:52.059556;25.70;99958.00;114.52
12:07:57.142750;25.70;99967.00;114.35
12:08:02.225835;25.60;99961.00;114.52
12:08:07.308789;25.40;99962.00;114.10
12:08:12.391890;25.40;99960.00;114.27
12:08:17.474898;25.40;99967.00;113.59
12:08:22.556586;25.30;99963.00;113.93
12:08:27.639694;25.20;99961.00;113.93
12:08:32.724058;25.10;99965.00;114.18
12:08:37.808687;24.90;99960.00;114.35
12:08:42.890137;24.80;99967.00;113.85
12:08:47.970211;24.70;99963.00;113.93
12:08:53.054764;24.80;99966.00;113.51
12:08:58.141514;24.60;99965.00;114.18
12:09:03.229226;24.50;99960.00;113.76
12:09:08.315895;24.40;99960.00;113.85
12:09:13.403818;24.30;99967.00;113.59
12:09:18.490207;24.20;99962.00;113.85
12:09:23.576716;24.20;99962.00;114.01
12:09:28.664414;24.20;99960.00;113.85
12:09:33.750206;24.20;99962.00;113.76
12:09:38.836666;24.20;99960.00;114.01
12:09:43.925775;24.10;99960.00;114.10
12:09:49.010216;24.00;99957.00;114.01
12:09:54.099822;24.00;99965.00;114.01
12:09:59.182970;23.90;99959.00;114.35
12:10:04.266355;23.80;99967.00;114.10
12:10:09.349485;23.80;99964.00;113.85
12:10:14.430153;23.80;99960.00;114.27
12:10:19.513086;23.70;99960.00;114.01
12:10:24.596216;23.70;99953.00;114.27
12:10:29.679383;23.70;99960.00;114.27
12:10:34.762518;23.50;99961.00;114.44
12:10:39.845678;23.50;99962.00;114.27
12:10:44.928804;23.50;99963.00;114.01
12:10:50.011880;23.50;99958.00;113.93
12:10:55.090183;23.40;99967.00;113.59
12:11:00.170162;23.40;99964.00;113.93
12:11:05.253254;23.50;99966.00;113.59
12:11:10.339180;23.60;99959.00;113.85
12:11:15.423819;23.60;99961.00;113.51
12:11:20.508484;23.80;99962.00;113.93
12:11:25.593212;23.90;99961.00;113.76
12:11:30.677702;23.90;99961.00;113.76
12:11:35.762233;23.90;99964.00;113.68
12:11:40.846853;23.90;99966.00;113.59
12:11:45.930613;24.00;99968.00;113.68
12:11:51.014944;23.70;99972.00;113.59
12:11:56.099227;23.90;99962.00;114.52
12:12:01.182459;23.90;99958.00;114.69
12:12:06.267138;24.00;99966.00;113.76
12:12:11.358408;24.10;99968.00;114.10
12:12:16.443288;24.00;99965.00;114.10
12:12:21.528037;23.90;99963.00;114.60
12:12:26.612431;23.90;99971.00;113.43
12:12:31.697321;23.90;99967.00;113.68
12:12:36.781968;24.00;99968.00;113.59
12:12:41.866430;23.90;99966.00;113.34
12:12:46.951225;24.00;99965.00;114.35
12:12:52.036082;23.70;99968.00;113.51
12:12:57.120533;23.80;99965.00;113.59
12:13:02.204834;23.80;99961.00;114.01
12:13:07.289638;23.70;99965.00;113.76
12:13:12.374197;23.70;99964.00;113.59
12:13:17.459066;23.50;99967.00;113.68
12:13:22.543726;23.60;99962.00;113.93
12:13:27.630599;23.50;99968.00;113.59
12:13:32.715595;23.50;99959.00;113.76
12:13:37.799937;23.70;99963.00;114.01
12:13:42.880185;23.70;99963.00;113.59
12:13:47.960170;23.70;99958.00;113.68
12:13:53.046203;23.80;99969.00;113.59
12:13:58.131075;23.70;99964.00;113.76
12:14:03.215805;23.70;99966.00;113.76
12:14:08.300200;23.30;99961.00;113.68
12:14:13.384471;23.10;99964.00;113.51
12:14:18.468897;23.20;99961.00;114.35
12:14:23.553291;23.20;99962.00;114.10
12:14:28.638199;23.00;99965.00;113.93
12:14:33.723116;23.00;99962.00;113.76
12:14:38.808211;23.10;99968.00;113.76
12:14:43.893037;23.10;99969.00;113.51
12:14:48.977376;23.10;99969.00;113.59
12:14:54.061858;23.20;99969.00;113.51
12:14:59.146236;23.30;99973.00;113.59
12:15:04.230204;23.30;99968.00;113.59
12:15:09.314892;23.20;99965.00;113.34
12:15:14.399283;23.20;99964.00;113.59
12:15:19.480231;23.20;99961.00;114.18
12:15:24.564595;23.30;99969.00;113.59
12:15:29.649041;23.40;99970.00;113.00
12:15:34.733342;23.50;99968.00;113.76
12:15:39.817993;23.60;99974.00;112.92
12:15:44.902578;23.60;99973.00;113.34
